Feature,Importance
sqft_living,0.6072716170169888
statezip,0.12363493793439286
sqft_above,0.04942289794167302
city,0.04573685329822627
yr_built,0.04344056025018776
view,0.03829958681362745
sqft_basement,0.0206500426011837
bathrooms,0.01820602192595997
sqft_lot,0.016949563099194077
street,0.010789086335605732
waterfront,0.008588113134378609
condition,0.007178071478777803
date,0.004435776883303692
bedrooms,0.0029591549675196476
yr_renovated,0.002437716318980581
floors,0.0
country,0.0
